Year,Date,Season,Class,NDVI,NDWI,NDBI,VV,VH,VH_VV_Ratio,LST,LST_Difference,Valid_S2_Pixel_Count,Valid_LST_Pixel_Count
2019,2019-08-16,Summer,Urban,0.3163182198274198,-0.2773020397142369,-0.0372302061848948,-5.624108167265959,-12.378655478775707,-6.754547311509748,34.27580855876523,0.7437531279363085,5895,1807
2019,2019-08-16,Summer,Water,-0.4959574258250538,0.6133525197635441,-0.0977451615519091,-19.310605951932786,-24.12629927007027,-4.815693318137484,28.096705728419728,-5.435349702409191,1710,853
2019,2019-10-15,Fall,Dense Urban,0.1542568870161358,-0.128877177552366,0.068443850801199,-3.377307325764667,-10.882258489472438,-7.504951163707771,25.845014985846763,0.2835648280161216,6646,9120
2019,2019-10-15,Fall,Nature,0.5663736160078202,-0.5349461040186215,-0.1288615687800437,-9.87246906634276,-15.873570453645424,-6.001101387302665,25.15437080780709,-0.407079350023551,10095,13533
2019,2019-10-15,Fall,Roads,0.1504089812267372,-0.1759903503971582,0.0351425263709399,-7.627433112871173,-14.37861598625942,-6.751182873388248,26.34478559896274,0.783335441132099,15207,20832
2019,2019-10-15,Fall,Urban,0.2620431292162189,-0.2539900462543341,-0.0410559940019528,-6.136377187561335,-12.37397433388458,-6.237597146323244,24.97116176761973,-0.5902883902109117,9257,13073
2019,2019-10-15,Fall,Water,-0.2010162736335313,0.3808812654042502,-0.4104795495351799,-16.621176046370767,-23.872759627376723,-7.251583581005956,19.549026497031495,-6.012423660799144,2471,3567
2019,2019-10-20,Fall,Dense Urban,0.0917419363431289,-0.0567167277271801,0.0526162512753501,-3.128080367358363,-10.866494960683792,-7.7384145933254285,25.845014985846763,0.2835648280161216,4750,9120
2019,2019-10-20,Fall,Nature,0.4722886722539368,-0.433564669141158,-0.1113242041537146,-9.877784673981475,-15.873125313952874,-5.995340639971399,25.15437080780709,-0.407079350023551,6072,13533
2019,2019-10-20,Fall,Roads,0.1112814485436349,-0.1211577301445867,0.0253810087565466,-7.624897553080081,-14.370920570220749,-6.746023017140668,26.34478559896274,0.783335441132099,10233,20832
2019,2019-10-20,Fall,Urban,0.183361447481629,-0.1521688476934178,-0.0487236640672523,-5.877927125135919,-12.370785831676526,-6.492858706540607,24.97116176761973,-0.5902883902109117,7193,13073
2019,2019-10-20,Fall,Water,-0.2245139138504804,0.3925866296406257,-0.392387227356628,-19.12825813265818,-24.128193473287645,-4.999935340629467,19.549026497031495,-6.012423660799144,2795,3567
2019,2019-11-04,Fall,Dense Urban,0.1522999387170373,-0.1446546560474499,0.112998647081041,-3.377128549967064,-10.873519286491852,-7.496390736524789,20.96998782948228,-0.1227772028389999,7250,9120
2019,2019-11-04,Fall,Nature,0.4803891563922616,-0.5272075497828125,-0.060466908192328,-10.371140699247066,-16.129091655138946,-5.75795095589188,21.21905740863244,0.1262923763111594,10692,13533
2019,2019-11-04,Fall,Roads,0.1445256511960417,-0.1914220132834739,0.0664087915164492,-7.623600192378397,-14.632916086099138,-7.009315893720741,21.90896071963546,0.8161956873141776,16482,20827
2019,2019-11-04,Fall,Urban,0.2305245648657321,-0.2615438171809217,0.0117916860038468,-6.127246713376275,-12.619256456027198,-6.492009742650923,20.40750439329953,-0.6852606390217559,10353,13071
2019,2019-11-04,Fall,Water,-0.5817947241520137,0.6995067064632458,-0.4495421443045626,-18.61929890208669,-23.86236554484996,-5.243066642763271,16.827882772786836,-4.2648822595344456,2797,3567
2019,2019-11-19,Fall,Dense Urban,0.1445155607218695,-0.1367023820847378,0.0957243667221225,-1.3773725866485178,-9.886403022952605,-8.509030436304087,6.846338025542625,-0.1216197796509028,7250,8432
2019,2019-11-19,Fall,Nature,0.4023131094229979,-0.4805059089229553,-0.0409712175956887,-8.876703953368294,-14.629896337221892,-5.753192383853598,6.783252027990659,-0.1847057772028693,10692,13126
2019,2019-11-19,Fall,Roads,0.1287620286243282,-0.1835919367717549,0.0272925741043108,-5.875229088509715,-13.618568413417728,-7.743339324908013,7.343314242141839,0.3753564369483113,16481,18975
2019,2019-11-19,Fall,Urban,0.2068889315273482,-0.2459726762885715,-0.0175624629266232,-4.1261476081776856,-11.374321508782042,-7.248173900604357,6.2169203421789865,-0.7510374630145416,10352,11871
2019,2019-11-19,Fall,Water,-0.3419076018982121,0.519622173115169,-0.1425321910212286,-16.126693564210168,-23.37160125095349,-7.244907686743321,8.579859078591038,1.6119012733975104,2797,2439
2019,2019-12-04,Winter,Dense Urban,0.1309149039478232,-0.121053796030035,0.1035259752339292,-3.378562928941799,-10.876198023981418,-7.49763509503962,0.1549332195356224,-0.8154718829070768,7250,6316
2019,2019-12-04,Winter,Nature,0.3320321450709751,-0.4491765860957835,0.0349145201102531,-10.381808199932491,-16.371309929617414,-5.989501729684923,1.0949371975820217,0.1245320951393224,10692,12133
2019,2019-12-04,Winter,Roads,0.1210595614555437,-0.1757163609903526,0.0527613601684049,-7.629562582833964,-14.869842340254577,-7.240279757420613,1.592795785754777,0.6223906833120777,16482,15610
2019,2019-12-04,Winter,Urban,0.1837575424226124,-0.2067312601601655,0.0214861342010894,-5.886608825000825,-12.375910062339273,-6.489301237338448,0.2838077949172818,-0.6865973075254175,10353,8191
2019,2019-12-04,Winter,Water,-0.3496766784149928,0.5818782843884934,-0.1996250373987383,-18.61386015089529,-24.123475779933745,-5.5096156290384535,4.279666549910269,3.30926144746757,2797,1487
2019,2019-12-19,Winter,Dense Urban,0.1154087376692791,-0.1055203802590374,0.1075532708179539,-2.6300553049930704,-10.621953420167062,-7.991898115173991,0.8616951496759675,-0.0910868907086638,7250,7024
2019,2019-12-19,Winter,Nature,0.3007262050651528,-0.4179346302934478,0.0645882295795485,-10.125267445124363,-16.12328063168718,-5.998013186562817,1.2978392638709886,0.3450572234863572,10692,5284
2019,2019-12-19,Winter,Roads,0.1054040947436262,-0.1600849221666301,0.0585951120106742,-6.875273049789015,-14.125672050513916,-7.250399000724902,1.0150480193343658,0.0622659789497345,16482,7729
2019,2019-12-19,Winter,Urban,0.1601769826676321,-0.1832715193989606,0.0371767865459874,-5.38311032279689,-12.12103660125525,-6.73792627845836,0.8291542407606578,-0.1236277996239735,10353,7050
2019,2019-12-24,Winter,Dense Urban,0.1074368881415612,-0.0897939979452139,0.076166390449772,-2.6300553049930704,-10.621953420167062,-7.991898115173991,0.8616951496759675,-0.0910868907086638,7250,7024
2019,2019-12-24,Winter,Nature,0.2849937383036905,-0.4022536855302407,0.011510593311988,-10.125267445124363,-16.12328063168718,-5.998013186562817,1.2978392638709886,0.3450572234863572,10692,5284
2019,2019-12-24,Winter,Roads,0.1074027058321422,-0.1522006010151472,0.0195348676544022,-6.875273049789015,-14.125672050513916,-7.250399000724902,1.0150480193343658,0.0622659789497345,16482,7729
2019,2019-12-24,Winter,Urban,0.1425394877391376,-0.1601228510033576,-0.0175320294799024,-5.38311032279689,-12.12103660125525,-6.73792627845836,0.8291542407606578,-0.1236277996239735,10353,7050
2020,2020-01-18,Winter,Dense Urban,0.0957161797456596,-0.0841507403107969,0.0760092913802105,-3.1275693423513635,-10.877696472292683,-7.75012712994132,7.908806603278089,0.0641161341056726,7213,8732
2020,2020-01-18,Winter,Nature,0.2305223025627663,-0.3398091743203936,0.0527850644980052,-10.126225852400925,-16.373152372879325,-6.2469265204784,8.280338806253035,0.4356483370806181,13264,16403
2020,2020-01-18,Winter,Roads,0.0918020616745786,-0.1368569345597807,0.0448688892417161,-7.378488487282747,-14.62180881274112,-7.243320325458373,8.09511499311085,0.2504245239384328,14494,17222
2020,2020-01-18,Winter,Urban,0.1189423390338032,-0.1368393775249281,0.0099478095852848,-6.123810160839326,-12.379135728729818,-6.255325567890492,7.343393683510561,-0.5012967856618555,9827,11762
2020,2020-01-18,Winter,Water,-0.2754161263726403,0.4746349054631002,-0.322148389087555,-18.87486954714733,-24.0658561967407,-5.19098664959337,4.142669160780204,-3.702021308392213,2776,3412
2020,2020-02-22,Winter,Roads,0.0752253195541611,-0.0954548060701899,-0.0174125360704549,-6.88020367460973,-14.130736447782107,-7.250532773172377,13.843409161949284,0.6866575610526962,2515,18229
2020,2020-02-22,Winter,Urban,0.1023125081181994,-0.114840397301376,-0.0724228042528649,-5.620372143912945,-12.129690010676088,-6.509317866763142,12.531443508403472,-0.625308092493114,1485,12460
2020,2020-02-22,Winter,Water,-0.1065607043838431,0.2117672181406961,-0.3388548591133971,-19.37715783561727,-23.87937273645495,-4.502214900837682,6.7797846826214965,-6.376966918275091,749,3537
2020,2020-03-08,Spring,Dense Urban,0.1034822928764249,-0.0995254930916543,0.1151343263558816,-2.871299679971812,-10.630671482294362,-7.75937180232255,12.406473260906006,0.0623303690266912,7213,9047
2020,2020-03-08,Spring,Nature,0.2149252833856155,-0.3086549791635096,0.1073101922152444,-9.37263140938517,-15.873642145452378,-6.501010736067208,12.219640025653083,-0.1245028662262317,13264,16853
2020,2020-03-08,Spring,Roads,0.0918593264506757,-0.1365903887513838,0.0762161901121101,-7.116920778420193,-14.377416828627274,-7.260496050207081,13.030400552506478,0.6862576606271631,14494,18228
2020,2020-03-08,Spring,Urban,0.1268753708814136,-0.1525714325657245,0.0605525453600833,-5.870712972928494,-12.371612853969536,-6.500899881041041,11.964901274027971,-0.3792416178513438,9827,12460
2020,2020-03-08,Spring,Water,-0.2638502695568857,0.4550346151175077,-0.2830294509428978,-15.81512034110458,-23.813930198373264,-7.998809857268684,8.360006246196033,-3.9841366456832814,2776,3537
2020,2020-03-13,Spring,Dense Urban,0.1112813442693073,-0.1191501016464277,0.059546724448857,-2.868029380193912,-10.62741889124909,-7.759389511055177,12.406473260906006,0.0623303690266912,7213,9047
2020,2020-03-13,Spring,Nature,0.1895856194490143,-0.263644899399975,0.0448117843744495,-9.870646483357032,-16.122927076180112,-6.25228059282308,12.219640025653083,-0.1245028662262317,13264,16853
2020,2020-03-13,Spring,Roads,0.099569828005928,-0.1387007329720656,0.02542434300694,-7.374308880839029,-14.366077282724838,-6.991768401885809,13.030400552506478,0.6862576606271631,14494,18228
2020,2020-03-13,Spring,Urban,0.1270046335926743,-0.1581361394854935,0.0096765332103674,-5.884951632399212,-12.371180606978474,-6.486228974579261,11.964901274027971,-0.3792416178513438,9827,12460
2020,2020-03-13,Spring,Water,-0.1200567672547188,0.1699695153842351,-0.254861298536552,-17.931237028149322,-23.806380788663542,-5.87514376051422,8.360006246196033,-3.9841366456832814,2776,3537
